ano,codigo_da_ies,nome_da_ies,sigla_da_ies,organizacao_academica,categoria_administrativa,codigo_do_curso,codigo_da_area,area_de_avaliacao,modalidade_de_ensino,codigo_do_municipio,municipio_do_curso,sigla_da_uf,no_de_concluintes_inscritos,no_de_concluintes_participantes,nota_bruta_fg,nota_padronizada_fg,nota_bruta_ce,nota_padronizada_ce,conceito_enade_(continuo),concluintes_participantes_com_nota_no_enem,proporcao_de_concluintes_participantes_com_nota_no_enem,nota_bruta_idd,nota_padronizada_idd,nota_bruta_-_organizacao_didatico-pedagogica,nota_padronizada_organizacao_didatico-pedagogica,nota_bruta_-_infraestrutura_e_instalacoes_fisicas,nota_padronizada_infraestrutura_e_instalacoes_fisicas,nota_bruta_-_oportunidade_de_ampliacao_da_formacao,nota_padronizada_oportunidade_de_ampliacao_da_formacao,nota_bruta_mestres,nota_padronizada_mestres,nota_bruta_doutores,nota_padronizada_doutores,nota_bruta_-_regime_de_trabalho,nota_padronizada_regime_de_trabalho,cpc_(continuo),cpc_(faixa),entidade_beneficiente_de_assistencia_social_(cebas)
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,135,17,AGRONOMIA,Educação Presencial,5300108,Brasília,DF,105,91,54.81098901,3.78823532,55.66593407,3.149550996,3.309,86,0.945054945,-1.358489074,2.071,5.514230450400663,3.517,5.493701334126867,3.854,5.354255319148936,3.877,0.9948387096774194,4.907,0.9225806451612903,4.585,1.0,5.0,3.371,4,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,136,5710,ENGENHARIA CIVIL,Educação Presencial,5300108,Brasília,DF,77,62,67.25645161,4.731384914,60.32903226,4.611682388,4.642,58,0.935483871,8.862236605,4.589,5.476168194550548,3.829,5.531423968188674,3.981,5.301470588235294,3.959,0.9927953890489913,4.924,0.9149855907780979,4.575,1.0,5.0,4.55,5,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,137,5806,ENGENHARIA ELÉTRICA,Educação Presencial,5300108,Brasília,DF,105,79,60.46835443,3.928397903,47.11772152,4.0908414,4.05,74,0.936708861,2.871611285,3.987,4.937000908624245,2.849,5.094342404583369,3.212,5.3046747967479675,4.027,0.9949367088607595,4.924,0.9240506329113924,4.62,1.0,5.0,4.118,5,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,138,5902,ENGENHARIA MECÂNICA,Educação Presencial,5300108,Brasília,DF,76,64,60.1828125,3.857397611,56.3875,5.0,4.714,58,0.90625,6.295221122,4.763,5.163609893718252,3.095,5.175220531102884,3.282,5.036274509803922,3.663,0.9930747922437673,4.917,0.9044321329639889,4.522,1.0,5.0,4.52,5,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,139,6405,ENGENHARIA FLORESTAL,Educação Presencial,5300108,Brasília,DF,86,69,57.23768116,4.12613096,45.22318841,2.742918698,3.089,66,0.956521739,-1.533368873,1.882,5.010315323560802,2.022,5.072698135198135,2.868,4.262280701754386,1.798,0.9940119760479041,4.826,0.9146706586826348,4.36,1.0,5.0,3.007,4,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,140,12,MEDICINA,Educação Presencial,5300108,Brasília,DF,85,80,72.87625,4.001753384,73.52625,4.248371316,4.187,75,0.9375,3.744863447,3.538,4.5600350251743444,1.118,4.448205128205128,1.665,4.149019607843137,1.921,0.9853603603603603,4.897,0.8806306306306306,4.373,1.0,5.0,3.689,4,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,141,6,ODONTOLOGIA,Educação Presencial,5300108,Brasília,DF,47,47,64.58723404,4.473894089,59.8893617,3.68909243,3.885,44,0.936170213,0.637355524,2.65,5.371286957723128,2.651,4.89666716262461,2.45,4.828014184397164,3.147,0.9896755162241888,4.887,0.9070796460176991,4.535,1.0,5.0,3.526,4,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,143,23,ENFERMAGEM,Educação Presencial,5300108,Brasília,DF,48,35,60.27714286,4.054191096,65.33428571,3.795235055,3.86,34,0.971428571,2.812939694,3.236,5.483460380199511,3.348,5.3577581838451405,3.466,5.110144927536232,3.548,0.9915865384615384,4.928,0.9086538461538461,4.543,1.0,5.0,3.844,4,-
2023,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,144,28,NUTRIÇÃO,Educação Presencial,5300108,Brasília,DF,58,53,63.66415094,4.779143701,62.70377358,4.447156207,4.53,48,0.905660377,2.578320852,3.711,5.341562173458725,3.178,5.368368700265252,3.437,5.066666666666666,3.62,0.9927849927849928,4.91,0.9105339105339105,4.553,1.0,5.0,4.132,5,-
2023,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,294,5710,ENGENHARIA CIVIL,Educação Presencial,2806701,São Cristóvão,SE,46,30,59.97,3.818295739,56.38,4.203614331,4.107,30,1.0,7.579621812,4.245,5.294916344916345,3.424,5.149688149688149,3.151,4.857207207207208,3.296,0.9563106796116505,4.541,0.8252427184466019,4.126,1.0,5.0,4.138,5,-
2023,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,295,6008,ENGENHARIA QUÍMICA,Educação Presencial,2806701,São Cristóvão,SE,28,26,64.97692308,4.380737716,39.98846154,3.439959537,3.675,26,1.0,2.076442114,3.474,4.51926406926407,1.344,4.662414745748079,2.035,4.2481481481481485,2.322,0.9772727272727273,4.583,0.8818181818181818,4.409,1.0,5.0,3.592,4,-
2023,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,302,23,ENFERMAGEM,Educação Presencial,2800308,Aracaju,SE,74,72,61.55833333,4.212822333,70.70277778,4.366472772,4.328,70,0.972222222,3.503776134,3.408,5.2782126549249835,2.692,4.737371076412172,1.983,4.580593607305936,2.684,0.9401197604790419,4.487,0.8682634730538922,4.341,1.0,5.0,3.789,4,-
2023,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,303,12,MEDICINA,Educação Presencial,2800308,Aracaju,SE,49,49,71.73469388,3.787614843,73.02857143,4.160266861,4.067,49,1.0,0.907716797,2.605,4.888417704744235,2.003,4.881606488749346,2.596,4.393537414965986,2.328,0.9245283018867925,4.468,0.7735849056603774,3.81,1.0,5.0,3.345,4,-
2023,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,304,6,ODONTOLOGIA,Educação Presencial,2800308,Aracaju,SE,36,30,62.80666667,4.256403742,58.72666667,3.530371791,3.712,29,0.966666667,-0.098517098,2.454,4.493145743145743,0.0,3.840384615384615,0.009,3.716111111111111,1.389,0.9629629629629629,4.596,0.8796296296296297,4.398,1.0,5.0,3.016,4,-
2023,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,319,17,AGRONOMIA,Educação Presencial,2806701,São Cristóvão,SE,35,30,58.14666667,4.297950036,63.80333333,4.214909149,4.236,29,0.966666667,2.84372507,3.338,5.3021924312246895,2.87,5.180678998420934,3.146,4.723655913978495,2.78,0.9701492537313433,4.463,0.8805970149253731,4.36,1.0,5.0,3.821,4,-
2023,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,383,5710,ENGENHARIA CIVIL,Educação Presencial,1302603,Manaus,AM,47,43,58.59069767,3.645450836,49.57674419,3.500608833,3.537,43,1.0,4.965995637,3.543,4.866742172556126,2.466,4.531482083807665,1.806,4.086821705426357,2.148,0.8888888888888888,3.833,0.6111111111111112,3.056,1.0,5.0,3.397,4,-
2023,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,385,6405,ENGENHARIA FLORESTAL,Educação Presencial,1302603,Manaus,AM,33,33,61.63030303,4.831703915,39.02727273,1.923990331,2.651,33,1.0,0.131180661,2.591,5.308913468243611,2.942,4.827329236420145,2.279,4.625252525252525,2.53,1.0,5.0,0.734375,3.008,1.0,5.0,3.036,4,-
2023,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,389,12,MEDICINA,Educação Presencial,1302603,Manaus,AM,122,120,68.89833333,3.255556809,61.1025,2.048984433,2.351,118,0.983333333,-3.501378883,1.157,4.3968064722163085,0.678,3.82056058695403,0.316,4.114754098360656,1.864,0.7034883720930233,2.911,0.4011627906976744,1.854,1.0,5.0,1.86,2,-
2023,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,390,19,FARMÁCIA,Educação Presencial,1302603,Manaus,AM,25,23,56.07391304,3.590609639,59.59130435,4.021597422,3.914,22,0.956521739,4.103872577,3.482,5.038894172189367,1.681,5.033723522853958,2.649,4.528985507246377,2.657,0.9384615384615385,4.248,0.7538461538461538,3.769,1.0,5.0,3.585,4,-
2023,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,391,6,ODONTOLOGIA,Educação Presencial,1302603,Manaus,AM,27,24,65.13333333,4.540598291,61.7625,3.944796375,4.094,22,0.916666667,4.075752967,3.565,5.3761423761423766,2.67,4.585858585858586,1.732,4.197530864197531,2.15,0.9487179487179487,4.441,0.8461538461538461,4.231,1.0,5.0,3.75,4,-
2023,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,399,17,AGRONOMIA,Educação Presencial,1302603,Manaus,AM,44,43,52.96744186,3.50652851,55.85348837,3.174105833,3.257,42,0.976744186,1.994870727,3.082,5.543162140889414,3.605,5.380030197075651,3.597,5.462878787878788,4.066,0.9861111111111112,4.75,0.8055555555555556,3.958,1.0,5.0,3.607,4,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,484,12,MEDICINA,Educação Presencial,2211001,Teresina,PI,45,43,71.7627907,3.792885379,72.46046512,4.059694524,3.993,42,0.976744186,-0.778196106,2.051,4.738014698479815,1.598,4.725283243887895,2.26,4.327906976744186,2.219,0.8220858895705522,3.747,0.5460122699386503,2.615,1.0,5.0,2.853,3,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,485,6,ODONTOLOGIA,Educação Presencial,2211001,Teresina,PI,28,26,66.84230769,4.749343791,69.49230769,5.0,4.937,26,1.0,8.434844315,4.725,5.3778370752054965,2.676,4.882692307692308,2.418,4.57051282051282,2.74,0.9655172413793104,4.624,0.7241379310344828,3.621,1.0,5.0,4.296,5,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,486,23,ENFERMAGEM,Educação Presencial,2211001,Teresina,PI,54,52,60.41153846,4.070831354,68.38269231,4.119602643,4.107,51,0.980769231,1.800232721,2.983,5.404337492572787,3.095,5.179007267242561,3.038,4.716666666666666,2.906,0.963855421686747,4.69,0.8072289156626506,4.036,1.0,5.0,3.654,4,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,488,28,NUTRIÇÃO,Educação Presencial,2211001,Teresina,PI,26,18,63.6,4.770189432,60.26666667,4.111993411,4.277,18,1.0,2.074204917,3.493,5.178058783321942,2.726,4.912618083670715,2.31,4.605263157894737,2.938,0.95,4.375,0.7125,3.563,1.0,5.0,3.709,4,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,504,5,MEDICINA VETERINÁRIA,Educação Presencial,2211001,Teresina,PI,55,52,55.51153846,3.379525105,48.80769231,2.53236022,2.744,50,0.961538462,-2.820200458,1.421,4.653354978354979,1.53,4.693705546590162,2.242,4.299038461538461,2.385,0.9662921348314607,4.494,0.8089887640449438,3.939,1.0,5.0,2.636,3,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,508,17,AGRONOMIA,Educação Presencial,2211001,Teresina,PI,83,60,52.49333333,3.434081434,58.24333333,3.486987225,3.474,58,0.966666667,1.543408021,2.946,4.966354148600811,1.844,4.870220575444456,2.443,4.466169154228856,2.332,1.0,5.0,0.8452380952380952,4.171,1.0,5.0,3.42,4,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,512,5710,ENGENHARIA CIVIL,Educação Presencial,2211001,Teresina,PI,46,38,61.37368421,3.994196016,58.76578947,4.45014675,4.336,38,1.0,4.073632235,3.303,4.350861719979368,1.313,4.68352160659853,2.137,3.807264957264957,1.731,0.9876543209876543,4.87,0.6296296296296297,3.148,1.0,5.0,3.484,4,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,516,19,FARMÁCIA,Educação Presencial,2211001,Teresina,PI,38,36,57.51388889,3.787340055,61.475,4.246770095,4.132,34,0.944444444,4.643307403,3.628,4.973316498316498,1.455,4.522831335331336,1.406,4.1414285714285715,2.039,1.0,5.0,0.7804878048780488,3.902,1.0,5.0,3.662,4,-
2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,517,21,ARQUITETURA E URBANISMO,Educação Presencial,2211001,Teresina,PI,74,48,68.06041667,4.352764075,70.85625,4.39798523,4.387,47,0.979166667,2.456062728,3.724,4.777018303334093,1.646,4.431758764111706,1.677,3.4944444444444445,1.599,0.9622641509433962,4.575,0.5471698113207547,2.736,1.0,5.0,3.557,4,-
2023,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Universidade,Pública Federal,586,5710,ENGENHARIA CIVIL,Educação Presencial,3146107,Ouro Preto,MG,32,28,62.20357143,4.098191908,53.51428571,3.907489511,3.955,27,0.964285714,5.597775477,3.712,4.9680689994781675,2.693,5.178528460786526,3.214,4.98888888888889,3.493,1.0,5.0,0.874251497005988,4.371,1.0,5.0,3.946,5,-
2023,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Universidade,Pública Federal,590,19,FARMÁCIA,Educação Presencial,3146107,Ouro Preto,MG,75,71,60.15211268,4.147775866,58.75492958,3.921619094,3.978,70,0.985915493,3.109812695,3.212,5.444211866564808,3.081,5.293224553224553,3.28,5.220888888888889,3.759,1.0,5.0,0.9841269841269841,4.921,1.0,5.0,3.897,4,-
2023,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Universidade,Pública Federal,591,28,NUTRIÇÃO,Educação Presencial,3146107,Ouro Preto,MG,35,34,59.60294118,4.21227494,60.88235294,4.196665582,4.201,33,0.970588235,2.550591585,3.699,5.558250572956455,3.778,5.452471548059783,3.645,5.325757575757576,4.003,1.0,5.0,0.9622641509433962,4.811,1.0,5.0,4.172,5,-
2023,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pública Federal,615,5710,ENGENHARIA CIVIL,Educação Presencial,3548906,São Carlos,SP,89,76,64.47368421,4.382667194,59.45526316,4.521392607,4.487,75,0.986842105,4.96189172,3.542,4.76034959192854,2.228,4.792171717171717,2.373,4.579487179487179,2.882,1.0,5.0,0.9829059829059829,4.915,1.0,5.0,3.982,5,-
2023,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pública Federal,619,6008,ENGENHARIA QUÍMICA,Educação Presencial,3548906,São Carlos,SP,124,110,65.82181818,4.504898468,41.46,3.647944448,3.862,110,1.0,0.725327739,2.69,4.65277050046074,1.673,4.780725268883163,2.297,4.785818713450292,3.144,1.0,5.0,0.9659863945578231,4.83,1.0,5.0,3.507,4,-
2023,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pública Federal,626,23,ENFERMAGEM,Educação Presencial,3548906,São Carlos,SP,10,9,60.38888889,4.068026986,65.06666667,3.766758885,3.842,9,1.0,-0.727481065,2.351,5.303030303030303,2.771,4.8492618492618496,2.251,4.548148148148148,2.631,1.0,5.0,0.9861111111111112,4.931,1.0,5.0,3.467,4,-
2023,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pública Federal,627,36,FISIOTERAPIA,Educação Presencial,3548906,São Carlos,SP,33,32,61.721875,4.287701386,72.90625,4.410361258,4.38,32,1.0,1.513786377,2.931,5.595500459136824,3.745,5.270979020979021,3.362,5.111111111111111,3.762,1.0,5.0,0.9846153846153847,4.923,1.0,5.0,3.933,4,-
2023,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pública Federal,632,17,AGRONOMIA,Educação Presencial,3503307,Araras,SP,36,34,55.69411765,3.92318351,60.64411765,3.801300811,3.832,34,1.0,-1.110983412,2.145,5.090303030303031,2.223,5.1140059940059945,2.995,4.983333333333333,3.232,1.0,5.0,0.9591836734693877,4.781,1.0,5.0,3.382,4,-
2023,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,685,17,AGRONOMIA,Educação Presencial,3171303,Viçosa,MG,295,267,60.88426966,4.716274789,68.22696629,4.794056525,4.775,265,0.992509363,4.662051317,3.886,5.198593361956755,2.553,5.390695889476377,3.621,5.095745920745922,3.427,1.0,5.0,0.9611111111111111,4.792,1.0,5.0,4.242,5,-
2023,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,689,5710,ENGENHARIA CIVIL,Educação Presencial,3171303,Viçosa,MG,47,41,59.05609756,3.703771624,63.53170732,4.942626606,4.633,39,0.951219512,8.544181644,4.504,4.916991341991342,2.579,5.236803348166985,3.34,4.954545454545454,3.442,0.9818181818181818,4.809,0.8727272727272727,4.364,1.0,5.0,4.34,5,-
2023,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,691,6002,ENGENHARIA DE ALIMENTOS,Educação Presencial,3171303,Viçosa,MG,60,58,61.59137931,4.335240675,54.82413793,4.369074829,4.361,58,1.0,4.597568815,5.0,5.092893217893218,1.825,5.053381895881896,2.702,5.037222222222223,2.86,1.0,5.0,0.9705882352941176,4.749,1.0,5.0,4.428,5,-
2023,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,692,6405,ENGENHARIA FLORESTAL,Educação Presencial,3171303,Viçosa,MG,42,41,61.20243902,4.762977473,52.58292683,3.715672182,3.977,39,0.951219512,0.27854215,2.653,5.548185941043084,3.679,5.65458152958153,4.264,5.384126984126984,4.06,1.0,5.0,0.9896907216494846,4.923,1.0,5.0,3.803,4,-
2023,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,695,5,MEDICINA VETERINÁRIA,Educação Presencial,3171303,Viçosa,MG,69,65,63.64615385,4.460846098,65.11230769,4.792588754,4.71,65,1.0,5.149365231,4.019,5.0094509990391,2.448,4.8798773690078034,2.635,4.426570048309178,2.581,0.9841269841269841,4.762,0.9841269841269841,4.912,1.0,5.0,4.197,5,-
2023,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,698,28,NUTRIÇÃO,Educação Presencial,3171303,Viçosa,MG,61,60,65.195,4.992821535,65.73833333,4.864483621,4.897,60,1.0,3.511219475,4.116,5.2814505166964185,3.012,5.2975944820207115,3.262,4.656944444444445,3.015,1.0,5.0,0.9642857142857143,4.821,1.0,5.0,4.358,5,-
2023,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,701,51,ZOOTECNIA,Educação Presencial,3171303,Viçosa,MG,52,46,57.52173913,4.613272311,66.12173913,4.535724356,4.555,46,1.0,3.028213297,3.644,5.308808198604117,2.473,5.528257456828886,3.553,4.906802721088435,2.507,1.0,5.0,0.9680851063829787,4.783,1.0,5.0,4.08,5,-
2023,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,704,21,ARQUITETURA E URBANISMO,Educação Presencial,3171303,Viçosa,MG,42,38,68.91578947,4.463048141,70.91578947,4.405421762,4.42,38,1.0,1.807865655,3.442,5.035212754724949,2.354,4.94091477628063,2.756,4.556910569105692,3.041,1.0,5.0,0.8064516129032258,4.032,1.0,5.0,3.834,4,-
2023,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,750,21,ARQUITETURA E URBANISMO,Educação Presencial,4113700,Londrina,PR,67,60,63.49833333,3.764570137,68.21666667,4.068298969,3.992,60,1.0,2.603923953,3.788,4.816510598729849,1.754,4.426151962515599,1.665,4.723989898989899,3.268,1.0,5.0,0.7058823529411765,3.529,1.0,5.0,3.7,4,-
2023,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,751,17,AGRONOMIA,Educação Presencial,4113700,Londrina,PR,73,71,56.22676056,4.004575048,64.55633803,4.313493434,4.236,70,0.985915493,1.930741524,3.062,5.221401885785448,2.623,4.940586582367405,2.603,5.144748858447489,3.513,1.0,5.0,0.9240506329113924,4.593,1.0,5.0,3.773,4,-
2023,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,758,12,MEDICINA,Educação Presencial,4113700,Londrina,PR,79,79,70.88734177,3.628664495,66.94936709,3.084060218,3.22,78,0.987341772,-1.751739187,1.731,5.160285620811937,2.736,4.701496224573147,2.209,4.279914529914531,2.139,0.8597785977859779,4.012,0.6162361623616236,2.984,1.0,5.0,2.742,3,-
2023,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,759,36,FISIOTERAPIA,Educação Presencial,4113700,Londrina,PR,53,53,60.92264151,4.179899192,73.04150943,4.425873508,4.364,52,0.981132075,4.641429767,3.805,5.305758392550846,2.846,4.975359546114263,2.698,4.6745283018867925,3.154,1.0,5.0,0.7796610169491526,3.898,1.0,5.0,3.966,5,-
2023,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,760,6,ODONTOLOGIA,Educação Presencial,4113700,Londrina,PR,64,63,58.44920635,3.724154544,58.42063492,3.488595097,3.547,61,0.968253968,1.886090421,2.982,5.319470373376624,2.458,4.990645032051282,2.667,4.277864583333333,2.277,1.0,5.0,0.9655172413793104,4.828,1.0,5.0,3.602,4,-
