ano,codigo_da_area,area_de_avaliacao,codigo_da_ies,nome_da_ies,sigla_da_ies,organizacao_academica,categoria_administrativa,codigo_do_curso,modalidade_de_ensino,codigo_do_municipio,municipio_do_curso,sigla_da_uf,no_de_concluintes_inscritos,no_de_concluintes_participantes,no_de_concluintes_participantes_com_nota_no_enem,proporcao_de_concluintes_participantes_com_nota_no_enem,nota_bruta_idd,idd_(continuo),idd_(faixa),entidade_beneficiente_de_assistencia_social_(cebas)
2023,23.0,ENFERMAGEM,1540.0,INSTITUTO DE ENSINO SUPERIOR DE RONDÔNIA,IESUR,Faculdade,Privada sem fins lucrativos,5000264.0,Educação Presencial,1100023.0,Ariquemes,RO,26.0,25.0,19.0,0.76,-2.78258406713017,1.83739731352205,2,-
2023,19.0,FARMÁCIA,1917.0,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE CACOAL,UNINASSAU,Centro Universitário,Privada com fins lucrativos,119996.0,Educação Presencial,1100049.0,Cacoal,RO,13.0,13.0,11.0,0.8461538461538461,1.36402971442303,2.7390320164033,3,-
2023,95.0,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,13792.0,INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL,FANORTE CACOAL,Faculdade,Privada com fins lucrativos,1454345.0,Educação Presencial,1100049.0,Cacoal,RO,6.0,6.0,3.0,0.5,-2.5089188267188,1.72573781199655,2,-
2023,36.0,FISIOTERAPIA,13792.0,INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL,FANORTE CACOAL,Faculdade,Privada com fins lucrativos,1454815.0,Educação Presencial,1100049.0,Cacoal,RO,8.0,7.0,5.0,0.7142857142857143,-2.99187119491361,1.67334817976672,2,-
2023,23.0,ENFERMAGEM,13792.0,INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL,FANORTE CACOAL,Faculdade,Privada com fins lucrativos,1121143.0,Educação Presencial,1100049.0,Cacoal,RO,20.0,18.0,14.0,0.7777777777777778,2.34460724150938,3.11854656209722,4,-
2023,55.0,BIOMEDICINA,13792.0,INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL,FANORTE CACOAL,Faculdade,Privada com fins lucrativos,1121144.0,Educação Presencial,1100049.0,Cacoal,RO,15.0,13.0,6.0,0.46153846153846156,-4.47431799251725,1.28946238790861,2,-
2023,19.0,FARMÁCIA,13792.0,INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL,FANORTE CACOAL,Faculdade,Privada com fins lucrativos,1121146.0,Educação Presencial,1100049.0,Cacoal,RO,16.0,7.0,6.0,0.8571428571428571,-0.863545714900215,2.13492499312647,3,-
2023,5710.0,ENGENHARIA CIVIL,13792.0,INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL,FANORTE CACOAL,Faculdade,Privada com fins lucrativos,1279827.0,Educação Presencial,1100049.0,Cacoal,RO,5.0,4.0,3.0,0.75,3.86234012817979,3.24637609422501,4,-
2023,6.0,ODONTOLOGIA,13792.0,INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL,FANORTE CACOAL,Faculdade,Privada com fins lucrativos,1354063.0,Educação Presencial,1100049.0,Cacoal,RO,15.0,12.0,6.0,0.5,-2.07162112087684,1.92849164850328,2,-
2023,17.0,AGRONOMIA,13792.0,INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL,FANORTE CACOAL,Faculdade,Privada com fins lucrativos,1354118.0,Educação Presencial,1100049.0,Cacoal,RO,20.0,14.0,12.0,0.8571428571428571,-2.46889522276318,1.73613767807552,2,-
2023,28.0,NUTRIÇÃO,1080.0,CENTRO UNIVERSITÁRIO ARTHUR SÁ EARP NETO,UNIFASE,Centro Universitário,Privada sem fins lucrativos,17941.0,Educação Presencial,3303906.0,Petrópolis,RJ,34.0,25.0,24.0,0.96,2.40600657614051,3.63662965352002,4,X
2023,51.0,ZOOTECNIA,4785.0,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1425217.0,Educação Presencial,1100049.0,Cacoal,RO,31.0,24.0,20.0,0.8333333333333334,-2.75146852668587,1.44409116935198,2,-
2023,90.0,TECNOLOGIA EM AGRONEGÓCIOS,4785.0,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1364337.0,Educação Presencial,1100049.0,Cacoal,RO,18.0,9.0,7.0,0.7777777777777778,-0.495173023412924,1.21829642410478,2,-
2023,28.0,NUTRIÇÃO,4255.0,Centro Universitário de Rondônia,Unesc,Centro Universitário,Privada com fins lucrativos,1105314.0,Educação Presencial,1100049.0,Cacoal,RO,35.0,33.0,21.0,0.6363636363636364,-2.15790432014896,1.65623405655776,2,-
2023,5710.0,ENGENHARIA CIVIL,4255.0,Centro Universitário de Rondônia,Unesc,Centro Universitário,Privada com fins lucrativos,1105315.0,Educação Presencial,1100049.0,Cacoal,RO,14.0,10.0,9.0,0.9,-0.425286744555833,2.09482204713404,3,-
2023,21.0,ARQUITETURA E URBANISMO,4255.0,Centro Universitário de Rondônia,Unesc,Centro Universitário,Privada com fins lucrativos,1182873.0,Educação Presencial,1100049.0,Cacoal,RO,21.0,16.0,13.0,0.8125,-1.11412125067164,2.16969753380052,3,-
2023,5902.0,ENGENHARIA MECÂNICA,4255.0,Centro Universitário de Rondônia,Unesc,Centro Universitário,Privada com fins lucrativos,1364533.0,Educação Presencial,1100049.0,Cacoal,RO,16.0,0.0,0.0,,,,SC,-
2023,55.0,BIOMEDICINA,4255.0,Centro Universitário de Rondônia,Unesc,Centro Universitário,Privada com fins lucrativos,1044438.0,Educação Presencial,1100049.0,Cacoal,RO,15.0,13.0,10.0,0.7692307692307693,-4.816211243926,1.21345896211441,2,-
2023,36.0,FISIOTERAPIA,1917.0,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE CACOAL,UNINASSAU,Centro Universitário,Privada com fins lucrativos,79756.0,Educação Presencial,1100049.0,Cacoal,RO,37.0,34.0,31.0,0.9117647058823529,-0.659318938678088,2.32467951147982,3,-
2023,21.0,ARQUITETURA E URBANISMO,1917.0,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE CACOAL,UNINASSAU,Centro Universitário,Privada com fins lucrativos,1180192.0,Educação Presencial,1100049.0,Cacoal,RO,27.0,14.0,11.0,0.7857142857142857,3.04586999753718,3.98064351560768,5,-
2023,5.0,MEDICINA VETERINÁRIA,1917.0,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE CACOAL,UNINASSAU,Centro Universitário,Privada com fins lucrativos,98350.0,Educação Presencial,1100049.0,Cacoal,RO,60.0,56.0,48.0,0.8571428571428571,-3.66915085106654,1.14378256897198,2,-
2023,12.0,MEDICINA,1917.0,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE CACOAL,UNINASSAU,Centro Universitário,Privada com fins lucrativos,98409.0,Educação Presencial,1100049.0,Cacoal,RO,96.0,95.0,88.0,0.9263157894736842,2.06884154388031,2.98681987132216,4,-
2023,6.0,ODONTOLOGIA,1917.0,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE CACOAL,UNINASSAU,Centro Universitário,Privada com fins lucrativos,100878.0,Educação Presencial,1100049.0,Cacoal,RO,47.0,45.0,39.0,0.8666666666666667,-1.80672174369098,1.99901169931952,3,-
2023,5710.0,ENGENHARIA CIVIL,1917.0,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE CACOAL,UNINASSAU,Centro Universitário,Privada com fins lucrativos,1261146.0,Educação Presencial,1100049.0,Cacoal,RO,8.0,5.0,5.0,1.0,-1.42460335276177,1.82642950303877,2,-
2023,5806.0,ENGENHARIA ELÉTRICA,1917.0,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE CACOAL,UNINASSAU,Centro Universitário,Privada com fins lucrativos,1261227.0,Educação Presencial,1100049.0,Cacoal,RO,24.0,20.0,19.0,0.95,0.851940156587517,2.99723221484646,4,-
2023,23.0,ENFERMAGEM,1917.0,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE CACOAL,UNINASSAU,Centro Universitário,Privada com fins lucrativos,51270.0,Educação Presencial,1100049.0,Cacoal,RO,50.0,46.0,43.0,0.9347826086956522,-0.0561641797693781,2.51865739915742,3,-
2023,92.0,TECNOLOGIA EM GESTÃO AMBIENTAL,4785.0,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,90763.0,Educação Presencial,1100064.0,Colorado do Oeste,RO,9.0,7.0,4.0,0.5714285714285714,-0.231456645144344,1.97784456843082,3,-
2023,51.0,ZOOTECNIA,4785.0,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1403157.0,Educação Presencial,1100064.0,Colorado do Oeste,RO,51.0,51.0,47.0,0.9215686274509803,3.17968915732357,3.70153183027186,4,-
2023,17.0,AGRONOMIA,4785.0,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1138922.0,Educação Presencial,1100064.0,Colorado do Oeste,RO,83.0,59.0,57.0,0.9661016949152542,0.518240206503275,2.6365737177804,3,-
2023,6.0,ODONTOLOGIA,1699.0,FACULDADE DE EDUCAÇÃO DE JARU,UNICENTRO,Faculdade,Privada sem fins lucrativos,1397096.0,Educação Presencial,1100114.0,Jaru,RO,33.0,33.0,22.0,0.6666666666666666,4.21174752212632,3.60121538499927,4,-
2023,19.0,FARMÁCIA,1699.0,FACULDADE DE EDUCAÇÃO DE JARU,UNICENTRO,Faculdade,Privada sem fins lucrativos,1389978.0,Educação Presencial,1100114.0,Jaru,RO,39.0,36.0,20.0,0.5555555555555556,0.315576297414984,2.45469683095659,3,-
2023,23.0,ENFERMAGEM,1699.0,FACULDADE DE EDUCAÇÃO DE JARU,UNICENTRO,Faculdade,Privada sem fins lucrativos,1390437.0,Educação Presencial,1100114.0,Jaru,RO,23.0,22.0,15.0,0.6818181818181818,5.55541841195599,3.9208431940569,4,-
2023,36.0,FISIOTERAPIA,450.0,Centro Universitário São Lucas Ji-Paraná,UniSL,Centro Universitário,Comunitária/Confessional,63991.0,Educação Presencial,1100122.0,Ji-Paraná,RO,25.0,24.0,22.0,0.9166666666666666,-1.12359079260514,2.1950383409179,3,-
2023,6405.0,ENGENHARIA FLORESTAL,4785.0,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1427409.0,Educação Presencial,1100122.0,Ji-Paraná,RO,19.0,18.0,17.0,0.9444444444444444,0.201565352220678,2.62057048547973,3,-
2023,23.0,ENFERMAGEM,4411.0,CENTRO UNIVERSITÁRIO ESTÁCIO DE JI-PARANÁ,ESTÁCIO UNIJIPA,Centro Universitário,Privada com fins lucrativos,1178713.0,Educação Presencial,1100122.0,Ji-Paraná,RO,12.0,5.0,5.0,1.0,0.934032893424888,2.76608140967299,3,-
2023,5710.0,ENGENHARIA CIVIL,4411.0,CENTRO UNIVERSITÁRIO ESTÁCIO DE JI-PARANÁ,ESTÁCIO UNIJIPA,Centro Universitário,Privada com fins lucrativos,1257964.0,Educação Presencial,1100122.0,Ji-Paraná,RO,35.0,29.0,24.0,0.8275862068965517,-2.35416104881681,1.57677253458765,2,-
2023,6307.0,ENGENHARIA AMBIENTAL,4411.0,CENTRO UNIVERSITÁRIO ESTÁCIO DE JI-PARANÁ,ESTÁCIO UNIJIPA,Centro Universitário,Privada com fins lucrativos,1259125.0,Educação Presencial,1100122.0,Ji-Paraná,RO,1.0,0.0,0.0,,,,SC,-
2023,6.0,ODONTOLOGIA,4411.0,CENTRO UNIVERSITÁRIO ESTÁCIO DE JI-PARANÁ,ESTÁCIO UNIJIPA,Centro Universitário,Privada com fins lucrativos,1284873.0,Educação Presencial,1100122.0,Ji-Paraná,RO,24.0,22.0,20.0,0.9090909090909091,-5.8060440483539,0.934334178550963,1,-
2023,55.0,BIOMEDICINA,4411.0,CENTRO UNIVERSITÁRIO ESTÁCIO DE JI-PARANÁ,ESTÁCIO UNIJIPA,Centro Universitário,Privada com fins lucrativos,1322359.0,Educação Presencial,1100122.0,Ji-Paraná,RO,21.0,17.0,13.0,0.7647058823529411,-3.692926250294,1.46316704294805,2,-
2023,28.0,NUTRIÇÃO,4411.0,CENTRO UNIVERSITÁRIO ESTÁCIO DE JI-PARANÁ,ESTÁCIO UNIJIPA,Centro Universitário,Privada com fins lucrativos,1349524.0,Educação Presencial,1100122.0,Ji-Paraná,RO,34.0,30.0,19.0,0.6333333333333333,-2.91815032885164,1.32634421373305,2,-
2023,6307.0,ENGENHARIA AMBIENTAL,699.0,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,Universidade,Pública Federal,100719.0,Educação Presencial,1100122.0,Ji-Paraná,RO,23.0,16.0,15.0,0.9375,0.387033847636271,2.7087858609945,3,-
2023,55.0,BIOMEDICINA,450.0,Centro Universitário São Lucas Ji-Paraná,UniSL,Centro Universitário,Comunitária/Confessional,118392.0,Educação Presencial,1100122.0,Ji-Paraná,RO,26.0,26.0,23.0,0.8846153846153846,1.31338282299449,2.57607769148157,3,-
2023,5.0,MEDICINA VETERINÁRIA,450.0,Centro Universitário São Lucas Ji-Paraná,UniSL,Centro Universitário,Comunitária/Confessional,75368.0,Educação Presencial,1100122.0,Ji-Paraná,RO,16.0,16.0,14.0,0.875,-1.12008580413121,1.97499136992123,3,-
2023,17.0,AGRONOMIA,450.0,Centro Universitário São Lucas Ji-Paraná,UniSL,Centro Universitário,Comunitária/Confessional,9413.0,Educação Presencial,1100122.0,Ji-Paraná,RO,24.0,23.0,19.0,0.8260869565217391,-0.626780048903531,2.29142113646153,3,-
2023,21.0,ARQUITETURA E URBANISMO,450.0,Centro Universitário São Lucas Ji-Paraná,UniSL,Centro Universitário,Comunitária/Confessional,118388.0,Educação Presencial,1100122.0,Ji-Paraná,RO,17.0,13.0,12.0,0.9230769230769231,-4.91247646996713,0.516180564306613,1,-
2023,23.0,ENFERMAGEM,450.0,Centro Universitário São Lucas Ji-Paraná,UniSL,Centro Universitário,Comunitária/Confessional,72115.0,Educação Presencial,1100122.0,Ji-Paraná,RO,26.0,26.0,25.0,0.9615384615384616,1.43664309152012,2.8916703800964,3,-
2023,19.0,FARMÁCIA,450.0,Centro Universitário São Lucas Ji-Paraná,UniSL,Centro Universitário,Comunitária/Confessional,118390.0,Educação Presencial,1100122.0,Ji-Paraná,RO,23.0,23.0,22.0,0.9565217391304348,-0.480947159549103,2.23868375762918,3,-
2023,19.0,FARMÁCIA,2779.0,FACULDADE DE INFORMÁTICA DE OURO PRETO DO OESTE,FIOURO,Faculdade,Privada sem fins lucrativos,1304882.0,Educação Presencial,1100155.0,Ouro Preto do Oeste,RO,14.0,13.0,9.0,0.6923076923076923,-2.5022271515409,1.69052299813376,2,-
2023,23.0,ENFERMAGEM,2779.0,FACULDADE DE INFORMÁTICA DE OURO PRETO DO OESTE,FIOURO,Faculdade,Privada sem fins lucrativos,1258433.0,Educação Presencial,1100155.0,Ouro Preto do Oeste,RO,9.0,9.0,4.0,0.4444444444444444,-2.76887281074614,1.84082339317385,2,-
2023,23.0,ENFERMAGEM,1403.0,Faculdade Estácio de Pimenta Bueno,Estácio FAP,Faculdade,Privada com fins lucrativos,1117490.0,Educação Presencial,1100189.0,Pimenta Bueno,RO,14.0,12.0,9.0,0.75,-2.61457348278768,1.879378706633,2,-
2023,28.0,NUTRIÇÃO,1403.0,Faculdade Estácio de Pimenta Bueno,Estácio FAP,Faculdade,Privada com fins lucrativos,1439476.0,Educação Presencial,1100189.0,Pimenta Bueno,RO,11.0,11.0,4.0,0.36363636363636365,-0.930293080463678,2.18892541471523,3,-
2023,5710.0,ENGENHARIA CIVIL,699.0,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,Universidade,Pública Federal,116727.0,Educação Presencial,1100205.0,Porto Velho,RO,25.0,25.0,25.0,1.0,3.4824292445262,3.14434111576476,4,-
2023,6411.0,ENGENHARIA DE COMPUTAÇÃO I,19943.0,Faculdade Sapiens,SAPIENS,Faculdade,Privada com fins lucrativos,1307547.0,Educação Presencial,1100205.0,Porto Velho,RO,14.0,12.0,11.0,0.9166666666666666,-0.398576044318451,2.1393823608819,3,-
2023,6208.0,ENGENHARIA DE PRODUÇÃO,19943.0,Faculdade Sapiens,SAPIENS,Faculdade,Privada com fins lucrativos,1307548.0,Educação Presencial,1100205.0,Porto Velho,RO,2.0,0.0,0.0,,,,SC,-
2023,55.0,BIOMEDICINA,18671.0,FACULDADE DA AMAZÔNIA DE PORTO VELHO,,Faculdade,Privada com fins lucrativos,1404310.0,Educação Presencial,1100205.0,Porto Velho,RO,20.0,14.0,9.0,0.6428571428571429,-2.12693591898649,1.8112892402993,2,-
2023,5710.0,ENGENHARIA CIVIL,12758.0,Faculdade Unesc-Unama,,Faculdade,Privada com fins lucrativos,1108254.0,Educação Presencial,1100205.0,Porto Velho,RO,1.0,0.0,0.0,,,,SC,-
2023,6208.0,ENGENHARIA DE PRODUÇÃO,12758.0,Faculdade Unesc-Unama,,Faculdade,Privada com fins lucrativos,1193546.0,Educação Presencial,1100205.0,Porto Velho,RO,1.0,0.0,0.0,,,,SC,-
2023,5902.0,ENGENHARIA MECÂNICA,12758.0,Faculdade Unesc-Unama,,Faculdade,Privada com fins lucrativos,1303621.0,Educação Presencial,1100205.0,Porto Velho,RO,16.0,15.0,8.0,0.5333333333333333,-3.44306585307154,0.973151506799323,2,-
2023,6411.0,ENGENHARIA DE COMPUTAÇÃO I,12758.0,Faculdade Unesc-Unama,,Faculdade,Privada com fins lucrativos,1365186.0,Educação Presencial,1100205.0,Porto Velho,RO,13.0,11.0,10.0,0.9090909090909091,-0.455221608652459,2.11669281221064,3,-
2023,5814.0,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,4785.0,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1404022.0,Educação Presencial,1100205.0,Porto Velho,RO,17.0,16.0,13.0,0.8125,1.16624309985249,2.87559673674188,3,-
2023,5710.0,ENGENHARIA CIVIL,4785.0,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1427408.0,Educação Presencial,1100205.0,Porto Velho,RO,12.0,12.0,10.0,0.8333333333333334,-0.30099368707523,2.12820419012723,3,-
2023,5902.0,ENGENHARIA MECÂNICA,2058.0,FACULDADE METROPOLITANA,UNNESA,Faculdade,Privada com fins lucrativos,1386489.0,Educação Presencial,1100205.0,Porto Velho,RO,11.0,10.0,7.0,0.7,-1.19037881230132,1.84976053976606,2,-
2023,5806.0,ENGENHARIA ELÉTRICA,2058.0,FACULDADE METROPOLITANA,UNNESA,Faculdade,Privada com fins lucrativos,1261514.0,Educação Presencial,1100205.0,Porto Velho,RO,18.0,15.0,13.0,0.8666666666666667,0.560176420615702,2.85420146917713,3,-
2023,6208.0,ENGENHARIA DE PRODUÇÃO,2058.0,FACULDADE METROPOLITANA,UNNESA,Faculdade,Privada com fins lucrativos,1352739.0,Educação Presencial,1100205.0,Porto Velho,RO,4.0,4.0,4.0,1.0,-0.551232646443081,2.07557292525311,3,-
2023,6.0,ODONTOLOGIA,2058.0,FACULDADE METROPOLITANA,UNNESA,Faculdade,Privada com fins lucrativos,1353071.0,Educação Presencial,1100205.0,Porto Velho,RO,14.0,14.0,10.0,0.7142857142857143,2.96956633573075,3.27052876233447,4,-
2023,21.0,ARQUITETURA E URBANISMO,1728.0,FACULDADE INTERAMERICANA DE PORTO VELHO,UNIRON,Faculdade,Privada com fins lucrativos,88416.0,Educação Presencial,1100205.0,Porto Velho,RO,7.0,0.0,0.0,,,,SC,-
2023,23.0,ENFERMAGEM,1728.0,FACULDADE INTERAMERICANA DE PORTO VELHO,UNIRON,Faculdade,Privada com fins lucrativos,118774.0,Educação Presencial,1100205.0,Porto Velho,RO,21.0,19.0,14.0,0.7368421052631579,-1.87005961544906,2.06541299407756,3,-
2023,5710.0,ENGENHARIA CIVIL,1515.0,FACULDADE DE EDUCAÇÃO DE PORTO VELHO,UNIRON,Faculdade,Privada com fins lucrativos,1257911.0,Educação Presencial,1100205.0,Porto Velho,RO,24.0,18.0,7.0,0.3888888888888889,-2.32310676077906,1.58511297374685,2,-
2023,5806.0,ENGENHARIA ELÉTRICA,1515.0,FACULDADE DE EDUCAÇÃO DE PORTO VELHO,UNIRON,Faculdade,Privada com fins lucrativos,1257912.0,Educação Presencial,1100205.0,Porto Velho,RO,13.0,9.0,5.0,0.5555555555555556,-2.35083117533866,1.42714410815317,2,-
2023,6.0,ODONTOLOGIA,1515.0,FACULDADE DE EDUCAÇÃO DE PORTO VELHO,UNIRON,Faculdade,Privada com fins lucrativos,1351595.0,Educação Presencial,1100205.0,Porto Velho,RO,23.0,21.0,19.0,0.9047619047619048,0.166305934578705,2.52426024316875,3,-
2023,6208.0,ENGENHARIA DE PRODUÇÃO,1515.0,FACULDADE DE EDUCAÇÃO DE PORTO VELHO,UNIRON,Faculdade,Privada com fins lucrativos,1351597.0,Educação Presencial,1100205.0,Porto Velho,RO,10.0,3.0,2.0,0.6666666666666666,-0.573230977912988,2.06350504913194,3,-
2023,19.0,FARMÁCIA,1414.0,Centro Universitário São Lucas Porto Velho,São Lucas PVH,Centro Universitário,Privada com fins lucrativos,1410326.0,Educação Presencial,1100205.0,Porto Velho,RO,99.0,94.0,70.0,0.7446808510638298,-2.17696519850486,1.77873237037194,2,-
2023,5806.0,ENGENHARIA ELÉTRICA,1414.0,Centro Universitário São Lucas Porto Velho,São Lucas PVH,Centro Universitário,Privada com fins lucrativos,1455078.0,Educação Presencial,1100205.0,Porto Velho,RO,45.0,34.0,21.0,0.6176470588235294,-0.180267154127987,2.49121531440742,3,-
2023,12.0,MEDICINA,1414.0,Centro Universitário São Lucas Porto Velho,São Lucas PVH,Centro Universitário,Privada com fins lucrativos,85652.0,Educação Presencial,1100205.0,Porto Velho,RO,172.0,163.0,151.0,0.9263803680981595,0.894848347388945,2.60105807818877,3,-
2023,21.0,ARQUITETURA E URBANISMO,1414.0,Centro Universitário São Lucas Porto Velho,São Lucas PVH,Centro Universitário,Privada com fins lucrativos,1204836.0,Educação Presencial,1100205.0,Porto Velho,RO,59.0,48.0,36.0,0.75,-0.324837120915702,2.51329222859732,3,-
2023,28.0,NUTRIÇÃO,1414.0,Centro Universitário São Lucas Porto Velho,São Lucas PVH,Centro Universitário,Privada com fins lucrativos,45877.0,Educação Presencial,1100205.0,Porto Velho,RO,32.0,24.0,18.0,0.75,0.699415967916736,2.8960971139625,3,-
2023,6208.0,ENGENHARIA DE PRODUÇÃO,1414.0,Centro Universitário São Lucas Porto Velho,São Lucas PVH,Centro Universitário,Privada com fins lucrativos,1260525.0,Educação Presencial,1100205.0,Porto Velho,RO,11.0,9.0,8.0,0.8888888888888888,-0.390580321963306,2.16370380704532,3,-
2023,27.0,FONOAUDIOLOGIA,1414.0,Centro Universitário São Lucas Porto Velho,São Lucas PVH,Centro Universitário,Privada com fins lucrativos,50992.0,Educação Presencial,1100205.0,Porto Velho,RO,22.0,18.0,18.0,1.0,0.854098407464867,2.83693825311858,3,-
2023,55.0,BIOMEDICINA,1414.0,Centro Universitário São Lucas Porto Velho,São Lucas PVH,Centro Universitário,Privada com fins lucrativos,52743.0,Educação Presencial,1100205.0,Porto Velho,RO,57.0,46.0,44.0,0.9565217391304348,0.964538213963334,2.49852896758321,3,-
