ano,codigo_da_ies,nome_da_ies,sigla_da_ies,organizacao_academica,categoria_administrativa,codigo_do_curso,codigo_da_area,area_de_avaliacao,modalidade_de_ensino,codigo_do_municipio,municipio_do_curso,sigla_da_uf,no_de_concluintes_inscritos,no_de_concluintes_participantes,nota_bruta_fg,nota_padronizada_fg,nota_bruta_ce,nota_padronizada_ce,conceito_enade_(continuo),concluintes_participantes_com_nota_no_enem,proporcao_de_concluintes_participantes_com_nota_no_enem,nota_bruta_idd,nota_padronizada_idd,nota_bruta_organizacao_didatico-pedagogica,nota_padronizada_organizacao_didatico-pedagogica,nota_bruta_infraestrutura_e_instalacoes_fisicas,nota_padronizada_infraestrutura_e_instalacoes_fisicas,nota_bruta_oportunidade_de_ampliacao_da_formacao,nota_padronizada_oportunidade_de_ampliacao_da_formacao,nota_bruta_mestres,nota_padronizada_mestres,nota_bruta_doutores,nota_padronizada_doutores,nota_bruta_regime_de_trabalho,nota_padronizada_regime_de_trabalho,cpc_(continuo),cpc_(faixa)
2018,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,148,2,DIREITO,Educação Presencial,5300108,BRASILIA,DF,158,141,72.63120567,5.0,58.51985816,5.0,5,124,0.879432624,-0.62942931,2.133147009,4.271187,1.420448757,4.161237,1.731187953,4.462349,2.905985746,0.9924812,4.949137527,0.9097744,4.755639104,1.0,5.0,3.471875331,4
2018,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,149,22,CIÊNCIAS CONTÁBEIS,Educação Presencial,5300108,BRASILIA,DF,97,85,58.02352941,4.874448279,47.75294118,4.253041686,4.408393334,75,0.882352941,0.550912561,2.70265436,3.936658,0.987659675,4.252494,1.814198109,3.832321,2.225582535,0.9633508,4.777486997,0.8219895,4.1099475,1.0,5.0,3.397835287,4
2018,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,165,2,DIREITO,Educação Presencial,5300108,BRASILIA,DF,138,123,69.94146341,4.922912855,55.25853659,4.734697548,4.781751375,97,0.788617886,-0.619510095,2.139896143,4.479128,1.850995881,4.396512,2.14944183,4.466648,2.911840239,1.0,5.0,0.9259259,4.840067403,1.0,5.0,3.500416824,4
2018,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,167,22,CIÊNCIAS CONTÁBEIS,Educação Presencial,5300108,BRASILIA,DF,174,139,56.24460432,4.619622719,44.65395683,3.727650417,3.950643493,93,0.669064748,-0.475132408,2.272106796,3.929265,0.973283371,4.070119,1.481718209,3.633908,1.971633268,0.9695432,4.815083712,0.8426396,4.213198,1.0,5.0,3.14985005,4
2018,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,306,22,CIÊNCIAS CONTÁBEIS,Educação Presencial,2806701,SAO CRISTOVAO,SE,80,75,45.17866667,3.034461119,39.52933333,2.858839173,2.902744659,47,0.626666667,0.7784192,2.79812038,4.627633,2.331318097,4.617039,2.478784182,4.309648,2.836514488,0.8333333,3.988095021,0.3333333,1.6666665,1.0,5.0,2.853699095,3
2018,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,308,2,DIREITO,Educação Presencial,2806701,SAO CRISTOVAO,SE,140,117,68.09145299,4.690470284,54.97692308,4.694019869,4.693132473,97,0.829059829,-0.014096824,2.55182539,4.107517,1.081565864,3.824633,1.132799139,3.588314,1.715701508,0.9736842,4.821981345,0.5789474,3.026316078,1.0,5.0,3.203011328,4
2018,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,376,2,DIREITO,Educação Presencial,1302603,MANAUS,AM,126,109,63.84587156,4.157038769,52.87889908,4.390970676,4.332487699,98,0.899082569,-0.689660275,2.092165258,4.328885,1.539913932,4.135716,1.685818674,4.135821,2.461311183,0.7179487,3.092005822,0.3333333,1.742424139,1.0,5.0,2.728336696,3
2018,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,377,38,SERVIÇO SOCIAL,Educação Presencial,1302603,MANAUS,AM,72,62,50.86612903,3.555593006,51.41290323,3.077446565,3.196983175,59,0.951612903,0.215511697,2.604289127,5.185375,2.991874564,4.795901,2.673899395,4.303758,2.729333389,0.8867925,4.056604167,0.490566,2.45283,1.0,5.0,3.024386539,4
2018,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,378,13,CIÊNCIAS ECONÔMICAS,Educação Presencial,1302603,MANAUS,AM,69,54,52.51851852,2.599075962,29.17777778,1.564487467,1.823134591,49,0.907407407,-0.309980333,2.19343848,4.540994,2.551774143,4.394845,2.109727556,4.005801,2.414927318,0.7826087,2.342995163,0.4565217,2.2826085,1.0,5.0,2.38268892,3
2018,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,388,22,CIÊNCIAS CONTÁBEIS,Educação Presencial,1302603,MANAUS,AM,64,52,45.38269231,3.063687165,36.01923077,2.263748319,2.46373303,39,0.75,-0.945024826,2.074931193,4.633164,2.342073587,4.476827,2.223169806,4.176494,2.666090369,0.6904762,3.12074833,0.2380952,1.190476,1.0,5.0,2.360066317,3
2018,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,392,1,ADMINISTRAÇÃO,Educação Presencial,1302603,MANAUS,AM,171,149,53.12751678,3.780704702,42.27449664,3.262986783,3.392416263,130,0.872483221,-0.022264551,2.542339747,5.041194,3.009375062,4.769779,2.683770175,4.592872,3.105789376,0.7611941,3.480326119,0.4029851,2.0149255,1.0,5.0,2.944101821,3
2018,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,395,803,JORNALISMO,Educação Presencial,1302603,MANAUS,AM,28,27,59.22592593,3.427678913,60.7962963,4.076961715,3.914641015,27,1.0,-0.091222621,2.466557041,4.799633,2.535478263,4.144284,1.901018479,4.58869,2.978035197,0.7333333,2.333333,0.4666667,2.3333335,1.0,5.0,2.905885841,3
2018,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,490,22,CIÊNCIAS CONTÁBEIS,Educação Presencial,2211001,TERESINA,PI,70,59,55.17457627,4.466344486,48.5559322,4.389178055,4.408469663,54,0.915254237,0.507295085,2.684351655,4.187162,1.474785561,4.284743,1.872989853,3.586495,1.910949258,0.8484849,4.08008688,0.3939394,1.969697,1.0,5.0,3.049710219,4
2018,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,491,2,DIREITO,Educação Presencial,2211001,TERESINA,PI,85,78,72.28974359,5.0,58.33717949,5.0,5,74,0.948717949,-0.397670981,2.290837695,4.184411,1.240776845,4.285921,1.95284162,4.038507,2.328786375,0.8548387,4.018026454,0.516129,2.697947156,1.0,5.0,3.131757254,4
2018,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,492,13,CIÊNCIAS ECONÔMICAS,Educação Presencial,2211001,TERESINA,PI,75,55,54.74545455,2.864007169,34.20727273,2.305364249,2.445024979,44,0.8,0.277853493,2.44229513,4.500037,2.48304791,4.408437,2.134201568,4.037302,2.455761946,0.85,3.166666626,0.4,2.0,1.0,5.0,2.610641008,3
2018,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,497,38,SERVIÇO SOCIAL,Educação Presencial,2211001,TERESINA,PI,34,30,61.55666667,5.0,64.61333333,4.552189519,4.664142139,30,1.0,-0.611827815,2.26062491,4.835294,2.12889275,4.619344,2.332823333,4.150476,2.52414314,0.8235294,3.529411667,0.6470588,3.235294,1.0,5.0,3.188458823,4
2018,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,500,1,ADMINISTRAÇÃO,Educação Presencial,2207702,PARNAIBA,PI,56,50,47.918,3.131884458,40.796,3.04880597,3.069575592,49,0.98,-0.513445011,2.338204559,4.294575,1.459282134,4.227686,1.663130814,3.658013,1.847325435,0.7391304,3.339920757,0.3913043,1.9565215,1.0,5.0,2.590044832,3
2018,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,501,22,CIÊNCIAS CONTÁBEIS,Educação Presencial,2207702,PARNAIBA,PI,43,36,49.54722222,3.660243292,37.64444444,2.539281519,2.819521963,36,1.0,-0.54494111,2.242813766,4.50318,2.089308876,4.585681,2.421616781,4.345431,2.882313234,0.64,2.814285683,0.16,0.8,1.0,5.0,2.404797473,3
2018,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,502,13,CIÊNCIAS ECONÔMICAS,Educação Presencial,2207702,PARNAIBA,PI,34,31,45.18064516,1.726113462,26.4516129,1.162905941,1.303707821,26,0.838709677,-0.260287204,2.21447583,3.235381,0.360943189,3.242846,0.035416373,3.100307,1.241138843,0.7142857,1.507936256,0.3809524,1.904762,1.0,5.0,1.869487653,2
2018,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Universidade,Pública Federal,596,2,DIREITO,Educação Presencial,3146107,OURO PRETO,MG,107,98,63.05816327,4.058068007,51.32653061,4.166738725,4.139571046,92,0.93877551,0.020135084,2.575117122,4.41126,1.710473463,4.310138,1.995892748,4.401773,2.823491729,0.9117647,4.403114119,0.6470588,3.382352957,1.0,5.0,3.240459145,4
2018,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,683,1,ADMINISTRAÇÃO,Educação Presencial,3171303,VICOSA,MG,67,66,61.53484848,4.827797408,54.26515152,5.0,4.956949352,66,1.0,-0.263491403,2.442085578,4.472383,1.828438187,4.787738,2.717582938,4.761977,3.333430705,1.0,5.0,0.8928571,4.4642855,1.0,5.0,3.622110426,4
2018,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,686,13,CIÊNCIAS ECONÔMICAS,Educação Presencial,3171303,VICOSA,MG,32,30,61.95333333,3.721504645,39.02333333,3.014800786,3.191476751,30,1.0,0.335967721,2.466897511,4.232804,2.03462841,4.595245,2.470571585,4.013671,2.425129169,1.0,5.0,1.0,5.0,1.0,5.0,3.338463418,4
2018,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,705,2,DIREITO,Educação Presencial,3171303,VICOSA,MG,60,59,68.05254237,4.685581401,54.83389831,4.673360648,4.676415836,58,0.983050847,-1.788285883,1.344649403,4.301814,1.483862739,4.393243,2.143630453,4.419088,2.847071759,1.0,5.0,0.6666667,3.484848802,1.0,5.0,2.968285801,4
2018,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,762,38,SERVIÇO SOCIAL,Educação Presencial,4113700,LONDRINA,PR,56,44,48.97045455,3.299466927,52.58636364,3.208544753,3.231275296,39,0.886363636,-1.570447921,1.862428736,5.078466,2.728334061,4.743574,2.572813133,4.452592,2.928569344,0.974359,4.786325,0.8717949,4.3589745,1.0,5.0,3.092405612,4
2018,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,764,2,DIREITO,Educação Presencial,4113700,LONDRINA,PR,257,232,65.09224138,4.313637565,51.26336207,4.157614342,4.196620147,209,0.900862069,-0.08560491,2.503170572,4.460537,1.812502743,4.080134,1.587009251,4.355033,2.759839947,0.9148936,4.424280208,0.5319149,2.780464364,1.0,5.0,3.123608567,4
2018,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,765,13,CIÊNCIAS ECONÔMICAS,Educação Presencial,4113700,LONDRINA,PR,61,53,52.5509434,2.602933443,37.26226415,2.755384029,2.717271382,43,0.811320755,0.346444317,2.471332729,4.196578,1.973840839,4.04372,1.477485241,3.627424,1.924438632,0.972973,4.669669993,0.6486486,3.243243,1.0,5.0,2.890155722,3
2018,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,766,1,ADMINISTRAÇÃO,Educação Presencial,4113700,LONDRINA,PR,176,136,52.45294118,3.696689558,46.30514706,3.846882585,3.809334328,109,0.801470588,0.229123478,2.646816913,4.06217,0.976774527,3.87293,0.995204948,4.047236,2.371279433,0.9137931,4.451410646,0.4310345,2.1551725,1.0,5.0,2.902684781,3
2018,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,767,22,CIÊNCIAS CONTÁBEIS,Educação Presencial,4113700,LONDRINA,PR,100,89,47.12808989,3.313710011,46.61797753,4.060623808,3.873895359,74,0.831460674,0.066992432,2.499592468,4.878804,2.81974102,4.902875,2.999879314,5.108451,3.858904332,0.925,4.544642851,0.375,1.875,1.0,5.0,3.1046818,4
2018,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,773,18,PSICOLOGIA,Educação Presencial,4113700,LONDRINA,PR,60,60,66.4,4.374051199,58.31333333,3.943231564,4.050936473,57,0.95,0.094136367,2.706306218,4.578773,1.584826943,4.212514,1.442161129,4.120823,2.148544559,1.0,5.0,0.7887324,3.943662,1.0,5.0,3.343627462,4
2018,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,781,67,SECRETARIADO EXECUTIVO,Educação Presencial,4113700,LONDRINA,PR,32,30,44.40333333,2.096136568,59.47,2.892103419,2.693111706,25,0.833333333,-0.488627611,1.821616795,4.650784,2.751047287,4.380414,2.381297165,4.596984,2.909834434,0.7916667,3.75000015,0.2916667,1.4583335,1.0,5.0,2.449327521,3
2018,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Universidade,Privada sem fins lucrativos,857,2,DIREITO,Educação Presencial,4106902,CURITIBA,PR,371,302,59.69701987,3.635760757,49.2205298,3.862537321,3.80584318,241,0.798013245,-0.165553729,2.448772596,5.332742,3.618425357,5.332089,3.812638974,5.321115,4.075476251,0.974359,4.826546168,0.5128205,2.680652723,0.9316239,4.617093822,3.292510709,4
2018,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Universidade,Privada sem fins lucrativos,859,38,SERVIÇO SOCIAL,Educação Presencial,4106902,CURITIBA,PR,40,37,54.04594595,3.985220584,59.11351351,3.937753439,3.949620225,34,0.918918919,-1.02651959,2.08836827,5.281796,3.229561184,5.240866,3.53349097,4.106178,2.464843824,1.0,5.0,0.6470588,3.235294,0.9411765,4.632353125,3.209086257,4
2018,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Universidade,Privada sem fins lucrativos,866,18,PSICOLOGIA,Educação Presencial,4106902,CURITIBA,PR,173,149,61.04496644,3.769915839,54.46979866,3.389611465,3.484687559,126,0.845637584,0.192538567,2.774108595,5.344913,3.425842267,5.388875,3.783607659,4.840429,3.24047174,0.971831,4.732394505,0.5633803,2.8169015,0.7887324,3.503521054,3.235234758,4
2018,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Universidade,Privada sem fins lucrativos,952,18,PSICOLOGIA,Educação Presencial,2611606,RECIFE,PE,37,36,55.02222222,3.090451797,47.02777778,2.317667881,2.51086386,21,0.583333333,-0.870876079,2.041380664,5.052787,2.72387077,5.170329,3.348610432,4.721428,3.059900113,1.0,5.0,0.625,3.125,0.575,1.989583108,2.65784307,3
2018,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Universidade,Privada sem fins lucrativos,957,38,SERVIÇO SOCIAL,Educação Presencial,2611606,RECIFE,PE,15,13,37.02307692,1.685247287,34.23076923,1.157870396,1.289714619,10,0.769230769,-1.408909077,1.929529509,5.096534,2.772873341,4.942222,2.956564995,4.365397,2.811846155,1.0,5.0,0.4166667,2.0833335,0.5,1.875,2.187493181,3
2018,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Universidade,Privada sem fins lucrativos,958,13,CIÊNCIAS ECONÔMICAS,Educação Presencial,2611606,RECIFE,PE,20,17,58.20588235,3.275682809,37.1,2.731481481,2.867531813,15,0.882352941,0.534678717,2.551020865,5.268425,3.772410236,5.385763,3.893993243,5.039216,3.754539305,1.0,5.0,0.5454546,2.727273,0.6363636,2.312252742,2.995367484,4
2018,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Universidade,Privada sem fins lucrativos,959,22,CIÊNCIAS CONTÁBEIS,Educação Presencial,2611606,RECIFE,PE,45,43,48.84186047,3.559202386,38.64418605,2.708774311,2.92138133,30,0.697674419,-1.67479632,1.768705493,4.706472,2.484627097,4.909105,3.011236955,4.338095,2.87292387,0.9583333,4.747023604,0.375,1.875,0.4166667,1.718750229,2.378238203,3
2018,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Universidade,Privada sem fins lucrativos,960,1,ADMINISTRAÇÃO,Educação Presencial,2611606,RECIFE,PE,136,135,45.71111111,2.857027067,34.73407407,2.170651644,2.3422455,120,0.888888889,-0.171521331,2.480308451,3.818655,0.471200895,3.892245,1.031570754,3.77933,2.010636768,0.952381,4.696970006,0.3571429,1.7857145,0.5714286,2.704081704,2.296677635,3
2018,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Universidade,Privada sem fins lucrativos,963,2,DIREITO,Educação Presencial,2611606,RECIFE,PE,688,626,53.80798722,2.89583958,38.90207668,2.372087783,2.503025732,572,0.913738019,-0.131815781,2.471728234,4.319687,1.52086924,4.460096,2.262476596,4.25459,2.623053984,0.9430894,4.615016511,0.4634146,2.422394599,0.6666667,3.13333343,2.602960836,3
2018,12,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,Universidade,Pública Federal,1027,13,CIÊNCIAS ECONÔMICAS,Educação Presencial,4315602,RIO GRANDE,RS,34,31,45.24193548,1.733404969,30.07096774,1.696060063,1.70539629,29,0.935483871,-0.620046822,2.062173309,4.582915,2.622117977,4.786065,2.814165685,4.021358,2.435093799,0.9247312,4.08004798,0.6774194,3.387097,1.0,5.0,2.650152542,3
2018,12,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,Universidade,Pública Federal,1028,1,ADMINISTRAÇÃO,Educação Presencial,4315602,RIO GRANDE,RS,38,35,53.01142857,3.766246475,45.04,3.663608428,3.68926794,35,1.0,0.38473371,2.711488712,4.372649,1.621375458,4.609404,2.381820071,3.995302,2.301368285,0.9344262,4.582712189,0.6393443,3.1967215,1.0,5.0,3.183314646,4
2018,12,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,Universidade,Pública Federal,1041,22,CIÊNCIAS CONTÁBEIS,Educação Presencial,4315602,RIO GRANDE,RS,37,37,41.39459459,2.49240441,36.91621622,2.415820182,2.434966239,33,0.891891892,-0.702188248,2.17682994,4.559069,2.19798969,4.756171,2.732429656,4.162162,2.647746809,0.9508197,4.701405317,0.6393443,3.1967215,1.0,5.0,2.82366173,3
2018,13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Universidade,Privada sem fins lucrativos,1098,38,SERVIÇO SOCIAL,Educação Presencial,4305108,CAXIAS DO SUL,RS,14,12,50.33333333,3.483606557,58.9,3.913899856,3.806326532,7,0.583333333,5.982961916,5,5.20362,3.036850165,4.986143,3.041412391,4.764835,3.346552011,1.0,5.0,0.8333333,4.1666665,0.75,3.4375,4.232575964,5
2018,13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Universidade,Privada sem fins lucrativos,1101,2,DIREITO,Educação Presencial,4305108,CAXIAS DO SUL,RS,336,288,45.88923611,1.900896609,35.5,1.880674627,1.885730123,163,0.565972222,-0.212249242,2.417000502,4.47666,1.845885825,4.631665,2.567478826,4.26764,2.640825823,0.9340659,4.553975185,0.4835165,2.527472717,0.7802198,3.769230821,2.559293582,3
2018,13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Universidade,Privada sem fins lucrativos,1103,22,CIÊNCIAS CONTÁBEIS,Educação Presencial,4305108,CAXIAS DO SUL,RS,145,134,41.04328358,2.442080186,37.59179104,2.530354841,2.508286177,79,0.589552239,0.300457069,2.597558575,4.758602,2.585998223,5.006916,3.189551918,4.785749,3.445877281,0.9726027,4.833659248,0.479452,2.39726,0.890411,4.383561883,2.901257716,3
2018,13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Universidade,Privada sem fins lucrativos,1104,13,CIÊNCIAS ECONÔMICAS,Educação Presencial,4305108,CAXIAS DO SUL,RS,62,50,47.016,1.944459551,28.232,1.42516835,1.55499115,23,0.46,0.129250916,2.379384937,5.237356,3.72027616,5.409833,3.93733414,5.309616,4.105057811,1.0,5.0,0.5306122,2.653061,0.8163266,3.642414024,2.768437024,3
2018,13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Universidade,Privada sem fins lucrativos,1113,2,DIREITO,Educação Presencial,4322509,VACARIA,RS,70,59,44.53559322,1.730819603,34.39152542,1.720560955,1.723125617,46,0.779661017,-0.371641434,2.30854846,4.505617,1.905842029,4.534443,2.394644999,3.876034,2.107526299,1.0,5.0,0.4814815,2.516835217,0.8888889,4.37777781,2.548834262,3
2018,13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Universidade,Privada sem fins lucrativos,1121,22,CIÊNCIAS CONTÁBEIS,Educação Presencial,4302105,BENTO GONCALVES,RS,54,51,42.49215686,2.649626836,40.61764706,3.043348182,2.944917845,27,0.529411765,1.353963602,3.039629521,4.761193,2.591036638,4.785697,2.786257218,4.809833,3.476702449,1.0,5.0,0.4857143,2.4285715,0.8285714,4.035714137,3.115376357,4
2018,13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Universidade,Privada sem fins lucrativos,1124,2,DIREITO,Educação Presencial,4302105,BENTO GONCALVES,RS,132,112,46.25625,1.947009675,38.36517857,2.294535506,2.207654048,58,0.517857143,0.482278896,2.889564396,4.208261,1.290158876,4.237436,1.8666487,4.050855,2.345602212,1.0,5.0,0.5121951,2.677383587,0.7073171,3.360975681,2.730293468,3
2018,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,Universidade,Privada sem fins lucrativos,1230,2,DIREITO,Educação Presencial,4318705,SAO LEOPOLDO,RS,403,348,49.52557471,2.357780464,40.14137931,2.551098921,2.502769307,225,0.646551724,-0.146037412,2.462051694,5.081484,3.098189284,4.934732,3.106248129,4.603717,3.098504469,0.9897959,4.930972261,0.6734694,3.520408371,0.9591837,4.771428709,3.083152497,4
